Product Name,Description,Price,Currency,Reference_number,URL
Bague Panthère de Cartier,"Or jaune, grenats tsavorites, laque""}",7750.0,EUR,CRB4230800,https://www.cartier.com/fr-fr/bague-panthere-de-cartier_cod25458910981766837.html#dept=EU_Panthere-de-Cartier
Bague Panthère de Cartier,"Or rose, grenats tsavorites, onyx""}",7750.0,EUR,CRB4230900,https://www.cartier.com/fr-fr/bague-panthere-de-cartier_cod25458910981766847.html#dept=EU_Panthere-de-Cartier
Bague Panthère de Cartier,"Or jaune, grenats tsavorite, onyx""}",25300.0,EUR,CRN4722500,https://www.cartier.com/fr-fr/bague-panthere-de-cartier_cod25458910981760423.html#dept=EU_Panthere-de-Cartier
Bague Panthère de Cartier,"Or gris non rhodié, grenats tsavorite, onyx""}",27100.0,EUR,CRN4730900,https://www.cartier.com/fr-fr/bague-panthere-de-cartier_cod25458910981306239.html#dept=EU_Panthere-de-Cartier
Bague Panthère de Cartier,"Or jaune, grenats tsavorite, onyx""}",9600.0,EUR,CRB4221600,https://www.cartier.com/fr-fr/bague-panthere-de-cartier_cod46184799614471645.html#dept=EU_Panthere-de-Cartier
Bague Panthère de Cartier,"Or rose, grenats tsavorite, onyx""}",7600.0,EUR,CRB4215900,https://www.cartier.com/fr-fr/bague-panthere-de-cartier_cod25372685655711831.html#dept=EU_Panthere-de-Cartier
Bague Panthère de Cartier,"Or gris, grenats tsavorite, onyx""}",8150.0,EUR,CRB4099500,https://www.cartier.com/fr-fr/bague-panthere-de-cartier_cod25458910981758014.html#dept=EU_Panthere-de-Cartier
Bague Panthère de Cartier,"Or gris, diamants, émeraudes, onyx""}",28100.0,EUR,CRN4224900,https://www.cartier.com/fr-fr/bague-panthere-de-cartier_cod25458910981759741.html#dept=EU_Panthere-de-Cartier
Boucles d'oreilles Panthère de Cartier,"Or jaune, grenats tsavorites, onyx""}",6350.0,EUR,CRB8043900,https://www.cartier.com/fr-fr/boucles-d-oreilles-panthere-de-cartier_cod25458910981581987.html#dept=EU_Panthere-de-Cartier
Bracelet Panthère de Cartier,"Or jaune, onyx, émeraudes, diamants""}",51000.0,EUR,CRN6718117,https://www.cartier.com/fr-fr/bracelet-panthere-de-cartier_cod11452292647019505.html#dept=EU_Panthere-de-Cartier
"Boucles d'oreilles Cartier d'Amour, petit modèle","Or gris, diamants""}",1280.0,EUR,CRB8301213,https://www.cartier.com/fr-fr/boucles-d-oreilles-cartier-d-amour-petit-modele_cod25372685655705110.html#dept=EU_Cartier-dAmour
"Collier Cartier d'Amour, grand modèle","Or rose, diamant""}",2400.0,EUR,CRB7215600,https://www.cartier.com/fr-fr/collier-cartier-d-amour-grand-modele_cod1647597346864709.html#dept=EU_Cartier-dAmour
"Boucles d'oreilles Cartier d'Amour, petit modèle","Or jaune, diamants""}",1200.0,EUR,CRB8301215,https://www.cartier.com/fr-fr/boucles-d-oreilles-cartier-d-amour-petit-modele_cod25372685655705114.html#dept=EU_Cartier-dAmour
"Collier Cartier d'Amour, XS","Or jaune, diamant""}",1000.0,EUR,CRB7224517,https://www.cartier.com/fr-fr/collier-cartier-d-amour-xs_cod25458910981581795.html#dept=EU_Cartier-dAmour
"Bracelet Cartier d'Amour, petit modèle","Or jaune, diamant""}",1330.0,EUR,CRB6043300,https://www.cartier.com/fr-fr/bracelet-cartier-d-amour-petit-modele_cod25372685655708099.html#dept=EU_Cartier-dAmour
"Bracelet Cartier d'Amour, XS","Or jaune, diamant""}",860.0,EUR,CRB6045617,https://www.cartier.com/fr-fr/bracelet-cartier-d-amour-xs_cod1647597335360916.html#dept=EU_Cartier-dAmour
"Bracelet Cartier d'Amour, XS","Or gris, diamant""}",930.0,EUR,CRB6045517,https://www.cartier.com/fr-fr/bracelet-cartier-d-amour-xs_cod1647597289175698.html#dept=EU_Cartier-dAmour
"Bracelet Cartier d'Amour, petit modèle","Or gris, diamant""}",1420.0,EUR,CRB6037200,https://www.cartier.com/fr-fr/bracelet-cartier-d-amour-petit-modele_cod25458910981581746.html#dept=EU_Cartier-dAmour
"Bracelet Cartier d'Amour, petit modèle","Or rose, diamant""}",1330.0,EUR,CRB6040300,https://www.cartier.com/fr-fr/bracelet-cartier-d-amour-petit-modele_cod25372685655709653.html#dept=EU_Cartier-dAmour
"Bracelet Cartier d'Amour, XS","Or rose, diamant""}",860.0,EUR,CRB6045717,https://www.cartier.com/fr-fr/bracelet-cartier-d-amour-xs_cod1647597289175704.html#dept=EU_Cartier-dAmour
"Boucles d'oreilles Cartier d'Amour, moyen modèle","Or gris, diamants""}",3350.0,EUR,CRB8041400,https://www.cartier.com/fr-fr/boucles-d-oreilles-cartier-d-amour-moyen-modele_cod44733502651439540.html#dept=EU_Cartier-dAmour
"Collier Cartier d'Amour, petit modèle","Or rose, diamant""}",1450.0,EUR,CRB7215700,https://www.cartier.com/fr-fr/collier-cartier-d-amour-petit-modele_cod1647597346864712.html#dept=EU_Cartier-dAmour
Boucles d'oreilles Cartier d'Amour,"Or jaune, diamants""}",2080.0,EUR,CRB8301405,https://www.cartier.com/fr-fr/boucles-d-oreilles-cartier-d-amour_cod25372685655705136.html#dept=EU_Cartier-dAmour
"Collier Cartier d'Amour, XS","Or rose, diamant""}",1000.0,EUR,CRB7224516,https://www.cartier.com/fr-fr/collier-cartier-d-amour-xs_cod25372685655706674.html#dept=EU_Cartier-dAmour
Boucles d'oreilles Cartier d'Amour,"Or rose, saphirs roses""}",1610.0,EUR,CRB8043400,https://www.cartier.com/fr-fr/boucles-d-oreilles-cartier-d-amour_cod25372685655705108.html#dept=EU_Cartier-dAmour
Bracelet Cartier d'Amour,"Or rose, saphir rose""}",1040.0,EUR,CRB6037300,https://www.cartier.com/fr-fr/bracelet-cartier-d-amour_cod25372685655709644.html#dept=EU_Cartier-dAmour
"Boucles d'oreilles Cartier d'Amour, petit modèle","Or rose, diamants""}",1200.0,EUR,CRB8301214,https://www.cartier.com/fr-fr/boucles-d-oreilles-cartier-d-amour-petit-modele_cod25372685655705112.html#dept=EU_Cartier-dAmour
Bracelet Cartier d'Amour,"Or rose, diamants""}",1970.0,EUR,CRB6063017,https://www.cartier.com/fr-fr/bracelet-cartier-d-amour_cod1647597289175710.html#dept=EU_Cartier-dAmour
"Collier Cartier d'Amour, XS","Or gris, diamant""}",1070.0,EUR,CRB7224515,https://www.cartier.com/fr-fr/collier-cartier-d-amour-xs_cod25458910981581793.html#dept=EU_Cartier-dAmour
Collier Cartier d'Amour,"Or rose, saphir rose""}",1160.0,EUR,CRB7218400,https://www.cartier.com/fr-fr/collier-cartier-d-amour_cod25372685655706657.html#dept=EU_Cartier-dAmour
Boucles d'oreilles Cartier d'Amour,"Or rose, diamants""}",2080.0,EUR,CRB8301406,https://www.cartier.com/fr-fr/boucles-d-oreilles-cartier-d-amour_cod25372685655705138.html#dept=EU_Cartier-dAmour
"Boucles d'oreilles Cartier d'Amour, moyen modèle","Or jaune, diamants""}",3100.0,EUR,CRB8041600,https://www.cartier.com/fr-fr/boucles-d-oreilles-cartier-d-amour-moyen-modele_cod25372685655705105.html#dept=EU_Cartier-dAmour
Boucles d'oreilles Cartier d'Amour,"Or gris, diamants""}",2230.0,EUR,CRB8301407,https://www.cartier.com/fr-fr/boucles-d-oreilles-cartier-d-amour_cod25372685655705140.html#dept=EU_Cartier-dAmour
"Boucles d'oreilles Cartier d'Amour, moyen modèle","Or rose, diamants""}",3100.0,EUR,CRB8041500,https://www.cartier.com/fr-fr/boucles-d-oreilles-cartier-d-amour-moyen-modele_cod25372685655705104.html#dept=EU_Cartier-dAmour
Bague Broderie de Cartier,"Or rose, diamants""}",26400.0,EUR,CRN4801200,https://www.cartier.com/fr-fr/bague-broderie-de-cartier_cod1647597338028458.html#dept=EU_Diamond-Collection
Bague Broderie de Cartier,"Or gris, diamants""}",28200.0,EUR,CRN4775000,https://www.cartier.com/fr-fr/bague-broderie-de-cartier_cod1647597338085959.html#dept=EU_Diamond-Collection
Bague Etincelle de Cartier,"Or rose, diamants""}",7550.0,EUR,CRB4230200,https://www.cartier.com/fr-fr/bague-etincelle-de-cartier_cod2204324140344126.html#dept=EU_Diamond-Collection
Bague Etincelle de Cartier,"Or gris, diamants""}",8000.0,EUR,CRB4230300,https://www.cartier.com/fr-fr/bague-etincelle-de-cartier_cod2204324140344127.html#dept=EU_Diamond-Collection
"Boucles d'oreilles Cartier d'Amour, moyen modèle","Or gris, diamants""}",3350.0,EUR,CRB8041400,https://www.cartier.com/fr-fr/boucles-d-oreilles-cartier-d-amour-moyen-modele_cod44733502651439540.html#dept=EU_Diamond-Collection
"Boucles d'oreilles Cartier d'Amour, petit modèle","Or rose, diamants""}",1200.0,EUR,CRB8301214,https://www.cartier.com/fr-fr/boucles-d-oreilles-cartier-d-amour-petit-modele_cod25372685655705112.html#dept=EU_Diamond-Collection
Collier Etincelle de Cartier,"Or gris, diamants""}",20100.0,EUR,CRN3108600,https://www.cartier.com/fr-fr/collier-etincelle-de-cartier_cod25458910981582133.html#dept=EU_Diamond-Collection
Bague Etincelle de Cartier,"Or gris, diamants""}",11500.0,EUR,CRN4753200,https://www.cartier.com/fr-fr/bague-etincelle-de-cartier_cod25458910981765242.html#dept=EU_Diamond-Collection
Bague Etincelle de Cartier,"Or rose, diamants""}",10800.0,EUR,CRN4766000,https://www.cartier.com/fr-fr/bague-etincelle-de-cartier_cod25458910981438828.html#dept=EU_Diamond-Collection
"Bracelet Cartier d'Amour, XS","Or gris, diamant""}",930.0,EUR,CRB6045517,https://www.cartier.com/fr-fr/bracelet-cartier-d-amour-xs_cod1647597289175698.html#dept=EU_Diamond-Collection
Bracelet Cartier d'Amour,"Or jaune, diamants""}",1970.0,EUR,CRB6062917,https://www.cartier.com/fr-fr/bracelet-cartier-d-amour_cod1647597289175707.html#dept=EU_Diamond-Collection
Bracelet Etincelle de Cartier,"Or gris, diamants""}",8500.0,EUR,CRB6049717,https://www.cartier.com/fr-fr/bracelet-etincelle-de-cartier_cod560971903867597.html#dept=EU_Diamond-Collection
Bracelet Etincelle de Cartier,"Or rose, diamants""}",7950.0,EUR,CRB6049817,https://www.cartier.com/fr-fr/bracelet-etincelle-de-cartier_cod46353151655829426.html#dept=EU_Diamond-Collection
Boucles d'oreilles Etincelle de Cartier,"Or rose, diamants""}",9050.0,EUR,CRB8301246,https://www.cartier.com/fr-fr/boucles-d-oreilles-etincelle-de-cartier_cod1647597346864745.html#dept=EU_Diamond-Collection
Boucles d'oreilles Etincelle de Cartier MM,"Or gris, diamants""}",9650.0,EUR,CRB8301227,https://www.cartier.com/fr-fr/boucles-d-oreilles-etincelle-de-cartier-mm_cod1647597346864736.html#dept=EU_Diamond-Collection
Bracelet Cartier d'Amour,"Or gris, diamants""}",2110.0,EUR,CRB6063117,https://www.cartier.com/fr-fr/bracelet-cartier-d-amour_cod1647597289175713.html#dept=EU_Diamond-Collection
Bracelet Cartier d'Amour,"Or rose, saphir rose""}",1040.0,EUR,CRB6037300,https://www.cartier.com/fr-fr/bracelet-cartier-d-amour_cod25372685655709644.html#dept=EU_Diamond-Collection
Bague Broderie de Cartier,"Or gris, diamants""}",42500.0,EUR,CRN4758300,https://www.cartier.com/fr-fr/bague-broderie-de-cartier_cod1647597341076311.html#dept=EU_Diamond-Collection
Bague Broderie de Cartier,"Or gris, diamants""}",46800.0,EUR,CRN4790400,https://www.cartier.com/fr-fr/bague-broderie-de-cartier_cod1647597338085962.html#dept=EU_Diamond-Collection
"Collier Cartier d'Amour, XS","Or rose, diamant""}",1000.0,EUR,CRB7224516,https://www.cartier.com/fr-fr/collier-cartier-d-amour-xs_cod25372685655706674.html#dept=EU_Diamond-Collection
Collier Cartier d'Amour,"Or rose, saphir rose""}",1160.0,EUR,CRB7218400,https://www.cartier.com/fr-fr/collier-cartier-d-amour_cod25372685655706657.html#dept=EU_Diamond-Collection
Bague Etincelle de Cartier,"Or gris, diamants""}",19200.0,EUR,CRN4753300,https://www.cartier.com/fr-fr/bague-etincelle-de-cartier_cod25458910981765258.html#dept=EU_Diamond-Collection
Bracelet Etincelle de Cartier,"Or rose, diamants""}",26800.0,EUR,CRN6715917,https://www.cartier.com/fr-fr/bracelet-etincelle-de-cartier_cod6630340698987500.html#dept=EU_Diamond-Collection
"Bracelet Cartier d'Amour, petit modèle","Or rose, diamant""}",1330.0,EUR,CRB6040300,https://www.cartier.com/fr-fr/bracelet-cartier-d-amour-petit-modele_cod25372685655709653.html#dept=EU_Diamond-Collection
Collier Symboles,"Or gris, diamants""}",3000.0,EUR,CRB7221700,https://www.cartier.com/fr-fr/collier-symboles_cod25458910981581791.html#dept=EU_Hearts-and-Symbols
Bracelet Symboles,"Or gris, diamants""}",2910.0,EUR,CRB6040400,https://www.cartier.com/fr-fr/bracelet-symboles_cod25372685655653773.html#dept=EU_Hearts-and-Symbols
Collier Symboles,"Or rose, diamants""}",3500.0,EUR,CRB3153118,https://www.cartier.com/fr-fr/collier-symboles_cod25458910981612158.html#dept=EU_Hearts-and-Symbols
Collier Symboles,"Or gris, diamant""}",3750.0,EUR,CRB3153119,https://www.cartier.com/fr-fr/collier-symboles_cod25458910981612160.html#dept=EU_Hearts-and-Symbols
Bracelet Symboles,"Or rose, diamants""}",2710.0,EUR,CRB6040200,https://www.cartier.com/fr-fr/bracelet-symboles_cod25372685655548455.html#dept=EU_Hearts-and-Symbols
Collier Symboles,"Or rose, diamants""}",3100.0,EUR,CRB3153116,https://www.cartier.com/fr-fr/collier-symboles_cod25458910981612154.html#dept=EU_Hearts-and-Symbols
Collier Symboles,"Or gris, diamants""}",3300.0,EUR,CRB3153117,https://www.cartier.com/fr-fr/collier-symboles_cod25458910981612156.html#dept=EU_Hearts-and-Symbols
Bracelet  Chaînes,"Or jaune""}",1450.0,EUR,CRB6026000,https://www.cartier.com/fr-fr/bracelet-chaines_cod25458910981581139.html#dept=EU_Hearts-and-Symbols
Pendentif Symboles,"Or jaune""}",700.0,EUR,CRB3153124,https://www.cartier.com/fr-fr/pendentif-symboles_cod11452292647348921.html#dept=EU_Hearts-and-Symbols
Pendentif Symboles,"Or jaune""}",700.0,EUR,CRB3153112,https://www.cartier.com/fr-fr/pendentif-symboles_cod25458910981456428.html#dept=EU_Hearts-and-Symbols
Pendentif Symboles,"Or jaune""}",700.0,EUR,CRB3153113,https://www.cartier.com/fr-fr/pendentif-symboles_cod25458910981456430.html#dept=EU_Hearts-and-Symbols
Pendentif Symboles,"Or jaune""}",700.0,EUR,CRB3153111,https://www.cartier.com/fr-fr/pendentif-symboles_cod25458910981456426.html#dept=EU_Hearts-and-Symbols
"Sac cabas, C de Cartier","Cuir de veau grainé couleur caramel, finition dorée""}",2750.0,EUR,CRL1002609,https://www.cartier.com/fr-fr/sac-cabas-c-de-cartier_cod1647597347080145.html#dept=EU_Bags-1
"Sac cabas, C de Cartier","Cuir de veau grainé couleur prune, finition dorée""}",2750.0,EUR,CRL1002611,https://www.cartier.com/fr-fr/sac-cabas-c-de-cartier_cod1647597347080151.html#dept=EU_Bags-1
"Sac cabas, C de Cartier","Cuir de veau grainé noir, finition dorée""}",2750.0,EUR,CRL1002610,https://www.cartier.com/fr-fr/sac-cabas-c-de-cartier_cod1647597347080148.html#dept=EU_Bags-1
"Sac hobo, C de Cartier","Cuir de veau texturé beige, broderies, finition dorée""}",2650.0,EUR,CRL1002603,https://www.cartier.com/fr-fr/sac-hobo-c-de-cartier_cod1647597352335988.html#dept=EU_Bags-1
"Sac hobo, C de Cartier","Cuir de veau texturé noir, broderies, finition dorée""}",2650.0,EUR,CRL1002600,https://www.cartier.com/fr-fr/sac-hobo-c-de-cartier_cod1647597352335982.html#dept=EU_Bags-1
"Sac poignée petit modèle, Panthère C de Cartier","Cuir de veau rouge cerise, finition dorée""}",3700.0,EUR,CRL1002324,https://www.cartier.com/fr-fr/sac-poignee-petit-modele-panthere-c-de-cartier_cod29419655932707054.html#dept=EU_Bags-1
"Sac chaine micro modèle, Panthère C de Cartier","Cuir de veau rouge cerise, finition dorée""}",1300.0,EUR,CRL3002222,https://www.cartier.com/fr-fr/sac-chaine-micro-modele-panthere-c-de-cartier_cod1647597332284056.html#dept=EU_Bags-1
"Sac poignée petit modèle, Panthère C de Cartier","Cuir de veau marron tonka, finition palladiée, motif zèbre""}",3800.0,EUR,CRL1002570,https://www.cartier.com/fr-fr/sac-poignee-petit-modele-panthere-c-de-cartier_cod1647597352335952.html#dept=EU_Bags-1
"Sac chaine petit modèle, Panthère Graphique de Cartier","Cuir de veau grainé marron tonka, finition dorée""}",4000.0,EUR,CRL1002571,https://www.cartier.com/fr-fr/sac-chaine-petit-modele-panthere-graphique-de-cartier_cod1647597352335955.html#dept=EU_Bags-1
"Pochette chaine, Panthère de Cartier","Cuir de veau noir, finition dorée""}",2900.0,EUR,CRL1002613,https://www.cartier.com/fr-fr/pochette-chaine-panthere-de-cartier_cod1647597352335994.html#dept=EU_Bags-1
"Pochette chaine, Panthère de Cartier","Cuir de veau métallisé doré, finition dorée""}",3150.0,EUR,CRL1002621,https://www.cartier.com/fr-fr/pochette-chaine-panthere-de-cartier_cod1647597351776818.html#dept=EU_Bags-1
"Sac chaine mini modèle, Panthère C de Cartier","Cuir de veau métallisé doré et broderie tuftage motif tigre""}",3900.0,EUR,CRL1002602,https://www.cartier.com/fr-fr/sac-chaine-mini-modele-panthere-c-de-cartier_cod1647597352335985.html#dept=EU_Bags-1
"Sac chaine mini modèle, Panthère C de Cartier","Cuir de veau noir, finition dorée""}",2750.0,EUR,CRL1002396,https://www.cartier.com/fr-fr/sac-chaine-mini-modele-panthere-c-de-cartier_cod1647597344975751.html#dept=EU_Bags-1
"Sac chaine mini modèle, Panthère C de Cartier","Cuir de veau noir, signature griffes embossées, finition dorée""}",3050.0,EUR,CRL1002510,https://www.cartier.com/fr-fr/sac-chaine-mini-modele-panthere-c-de-cartier_cod1647597338208599.html#dept=EU_Bags-1
"Sac chaine petit modèle, Panthère Graphique de Cartier","Cuir de veau grainé couleur rose pétale, finition dorée""}",4000.0,EUR,CRL1002599,https://www.cartier.com/fr-fr/sac-chaine-petit-modele-panthere-graphique-de-cartier_cod1647597352335979.html#dept=EU_Bags-1
"Sac poignée petit modèle, Panthère C de Cartier","Cuir de veau couleur rose pétale, signature griffes embossées, finition dorée""}",3900.0,EUR,CRL1002592,https://www.cartier.com/fr-fr/sac-poignee-petit-modele-panthere-c-de-cartier_cod1647597352335973.html#dept=EU_Bags-1
"Sac poignée moyen modèle, Panthère de Cartier","Cuir de veau grainé couleur prune""}",4700.0,EUR,CRL1002608,https://www.cartier.com/fr-fr/sac-poignee-moyen-modele-panthere-de-cartier_cod1647597347080142.html#dept=EU_Bags-1
"Sac poignée moyen modèle, Panthère de Cartier","Cuir de veau grainé couleur caramel""}",4700.0,EUR,CRL1002607,https://www.cartier.com/fr-fr/sac-poignee-moyen-modele-panthere-de-cartier_cod1647597347080139.html#dept=EU_Bags-1
"Porte-documents petit modèle, Must de Cartier","Cuir de veau noir, finition palladiée""}",2950.0,EUR,CRL1002395,https://www.cartier.com/fr-fr/porte-documents-petit-modele-must-de-cartier_cod1647597287079617.html#dept=EU_Bags-1
"Porte-documents Slim, Cartier Losange","Cuir de veau grainé noir, finition palladiée et émail""}",2650.0,EUR,CRL1002553,https://www.cartier.com/fr-fr/porte-documents-slim-cartier-losange_cod1647597341895969.html#dept=EU_Bags-1
"Sac cabas, C de Cartier","Cuir de veau texturé et broderies rouge cerise, finition dorée""}",2650.0,EUR,CRL1002616,https://www.cartier.com/fr-fr/sac-cabas-c-de-cartier_cod1647597337922225.html#dept=EU_Bags-1
"Sac cabas, C de Cartier","Cuir de veau texturé noir et broderies, finition dorée""}",2650.0,EUR,CRL1002615,https://www.cartier.com/fr-fr/sac-cabas-c-de-cartier_cod1647597337922222.html#dept=EU_Bags-1
"Sac porté épaule mini modèle, C de Cartier","Cuir de veau texturé couleur caramel, finition dorée""}",2950.0,EUR,CRL1002566,https://www.cartier.com/fr-fr/sac-porte-epaule-mini-modele-c-de-cartier_cod1647597347080109.html#dept=EU_Bags-1
"Sac poignée petit modèle, Panthère C de Cartier","Cuir de veau couleur caramel, finition dorée""}",3700.0,EUR,CRL1002576,https://www.cartier.com/fr-fr/sac-poignee-petit-modele-panthere-c-de-cartier_cod1647597347080115.html#dept=EU_Bags-1
La Panthère,"Parfum""}",172.0,EUR,CRFS100017,https://www.cartier.com/fr-fr/la-panthere_cod1647597339931282.html#dept=EU_Fragrances_1
Coffret La Panthère,"Parfum 100 ml""}",172.0,EUR,CRFS100022,https://www.cartier.com/fr-fr/coffret-la-panthere_cod1647597339827239.html#dept=EU_Fragrances_1
La Panthère Edition Limitée,"Eau de Parfum""}",154.0,EUR,CRFS075056,https://www.cartier.com/fr-fr/la-panthere-edition-limitee_cod38063312420777848.html#dept=EU_Fragrances_1
Coffret La Panthère,"Eau de Parfum 100 ml""}",164.0,EUR,CRFS100021,https://www.cartier.com/fr-fr/coffret-la-panthere_cod1647597339827236.html#dept=EU_Fragrances_1
Déclaration,"Parfum""}",150.0,EUR,CR66100033,https://www.cartier.com/fr-fr/declaration_cod1647597346902011.html#dept=EU_Fragrances_1
La Panthère Élixir,"Eau de parfum intense""}",172.0,EUR,CRFS100026,https://www.cartier.com/fr-fr/la-panthere-elixir_cod1647597349761785.html#dept=EU_Fragrances_1
Pasha de Cartier Edition Noire Sport,"Eau de Toilette""}",120.0,EUR,CR65100038,https://www.cartier.com/fr-fr/pasha-de-cartier-edition-noire-sport_cod1647597327213968.html#dept=EU_Fragrances_1
Pasha de Cartier Noir Absolu,"Parfum""}",150.0,EUR,CR65100043,https://www.cartier.com/fr-fr/pasha-de-cartier-noir-absolu_cod1647597306259079.html#dept=EU_Fragrances_1
Pasha de Cartier Edition Noire,"Eau de Toilette""}",120.0,EUR,CR65100037,https://www.cartier.com/fr-fr/pasha-de-cartier-edition-noire_cod1647597327213965.html#dept=EU_Fragrances_1
Coffret Pasha de Cartier Edition Noire,"Eau de Toilette 100 ml""}",120.0,EUR,CR65100047,https://www.cartier.com/fr-fr/coffret-pasha-de-cartier-edition-noire_cod1647597339827221.html#dept=EU_Fragrances_1
Déclaration,"Eau de Toilette""}",120.0,EUR,CR66100032,https://www.cartier.com/fr-fr/declaration_cod1647597346902008.html#dept=EU_Fragrances_1
Coffret Déclaration,"Eau de Toilette 100 ml""}",120.0,EUR,CR66100038,https://www.cartier.com/fr-fr/coffret-declaration_cod1647597339827227.html#dept=EU_Fragrances_1
Pasha de Cartier,"Eau de Toilette""}",120.0,EUR,CR65100035,https://www.cartier.com/fr-fr/pasha-de-cartier_cod1647597300357478.html#dept=EU_Fragrances_1
Pasha de Cartier Noir Absolu Edition Limitée,"Parfum""}",150.0,EUR,CR65100046,https://www.cartier.com/fr-fr/pasha-de-cartier-noir-absolu-edition-limitee_cod1647597346078011.html#dept=EU_Fragrances_1
Rivières de Cartier Insouciance,"Eau de Toilette""}",114.0,EUR,CRFI100004,https://www.cartier.com/fr-fr/rivieres-de-cartier-insouciance_cod17411127377046700.html#dept=EU_Fragrances_1
Coffret Rivières de Cartier Insouciance,"Eau de Toilette 100ml""}",114.0,EUR,CRFI100011,https://www.cartier.com/fr-fr/coffret-rivieres-de-cartier-insouciance_cod38063312418785991.html#dept=EU_Fragrances_1
Pasha de Cartier,"Parfum""}",150.0,EUR,CR65100036,https://www.cartier.com/fr-fr/pasha-de-cartier_cod1647597327213962.html#dept=EU_Fragrances_1
Coffret Pasha de Cartier,"Parfum 100 ml""}",150.0,EUR,CR65100048,https://www.cartier.com/fr-fr/coffret-pasha-de-cartier_cod1647597339827224.html#dept=EU_Fragrances_1
Must de Cartier,"Parfum""}",171.0,EUR,CRFM050003,https://www.cartier.com/fr-fr/must-de-cartier_cod25372685655524315.html#dept=EU_Fragrances_1
Must de Cartier,"Eau de Toilette""}",141.0,EUR,CR69817440,https://www.cartier.com/fr-fr/must-de-cartier_cod1647597327232017.html#dept=EU_Fragrances_1
La Panthère,"Brume pour les Cheveux""}",65.0,EUR,CRFS050029,https://www.cartier.com/fr-fr/la-panthere_cod1647597331273699.html#dept=EU_Fragrances_1
La Panthère,"Eau de Toilette""}",141.0,EUR,CRFS100016,https://www.cartier.com/fr-fr/la-panthere_cod1647597343185148.html#dept=EU_Fragrances_1
Coffret Pasha de Cartier Edition Noire,"Eau de Toilette 100ml""}",120.0,EUR,CR65100040,https://www.cartier.com/fr-fr/coffret-pasha-de-cartier-edition-noire_cod1647597306259140.html#dept=EU_Fragrances_1
Baiser Volé,"Eau de Parfum""}",164.0,EUR,CRFP327040,https://www.cartier.com/fr-fr/baiser-vole_cod1647597327109999.html#dept=EU_Fragrances_1
